timestamp,original_artist,original_title,remix_info,platform,found_artist,found_title,url,price
00:06:21,Matias Aguayo,El Camaron,Ricardo Villalobos Remix,Bandcamp,Matias Aguayo,El Camarón Remix Pack,https://musicacomeme.com/album/el-camar-n-remix-pack?from=search&search_item_id=1874137823&search_item_type=a&search_match_part=%3F&search_page_id=4525179487&search_page_no=1&search_rank=1&search_sig=cd229c206ff180d8dbdcfa422ab5fe9a,
00:06:21,Matias Aguayo,El Camaron,Ricardo Villalobos Remix,Bandcamp,"Matias Aguayo, Ricardo V",El Camarón Remixes (ft. Ricardo Villalobos),https://musicacomeme.com/album/el-camar-n-remixes-ft-ricardo-villalobos?from=search&search_item_id=416617163&search_item_type=a&search_match_part=%3F&search_page_id=4525179487&search_page_no=1&search_rank=2&search_sig=2b604cf71ca075f910e4eca74d88711a,
00:06:21,Matias Aguayo,El Camaron,Ricardo Villalobos Remix,Bandcamp,"from El Camarón Remixes (ft. Ricardo Villalobos)
                                                    Matias Aguayo, Ricardo V",Matias Aguayo - EL Camarón (Ricardo Villalobos Remix),https://musicacomeme.com/track/matias-aguayo-el-camaro-n-ricardo-villalobos-remix?from=search&search_item_id=2803449046&search_item_type=t&search_match_part=%3F&search_page_id=4525179487&search_page_no=1&search_rank=3&search_sig=3afe2a88676adfe806afbbc896701ab9,
00:20:03,Heiko Laux & Johannes Heil,No Pain No Gain,Ricardo Villalobos Remix,No results found,,,,
00:26:39,Wladimir M.,Evil,,Bandcamp,Wladimir M,Evil / Planet E (Skee Mask Remix),https://wladimirm.bandcamp.com/album/evil-planet-e-skee-mask-remix?from=search&search_item_id=307989733&search_item_type=a&search_match_part=%3F&search_page_id=4525180273&search_page_no=1&search_rank=1&search_sig=445ad546ed1ed3d0134a1a97f918b21e,
00:26:39,Wladimir M.,Evil,,Bandcamp,"from Evil / Planet E (Skee Mask Remix)
                                                    Wladimir M",Planet E (Skee Mask Remix),https://wladimirm.bandcamp.com/track/planet-e-skee-mask-remix?from=search&search_item_id=1815581870&search_item_type=t&search_match_part=%3F&search_page_id=4525180273&search_page_no=1&search_rank=2&search_sig=664b04e7bb34e357c96ff5dc09beaa57,
00:26:39,Wladimir M.,Evil,,Bandcamp,"from Evil / Planet E (Skee Mask Remix)
                                                    Wladimir M",Evil,https://wladimirm.bandcamp.com/track/evil-2?from=search&search_item_id=1860030929&search_item_type=t&search_match_part=%3F&search_page_id=4525180273&search_page_no=1&search_rank=3&search_sig=70d2eb2ee14be8e256a19749e2ebe42a,
00:32:00,Ricardo Villalobos,Lugom-ix,,No results found,,,,
00:40:31,"Mark Broom, Riva Starr, Star B",I've Got Joy,,Bandcamp,"from Love Will Remain EP
                                                    Star B, Riva Starr, Mark Broom",I've Got Joy,https://rekids.bandcamp.com/track/ive-got-joy?from=search&search_item_id=3195690126&search_item_type=t&search_match_part=%3F&search_page_id=4525180989&search_page_no=1&search_rank=1&search_sig=18e54ceebcd3dc0737de2c335f537689,
00:44:53,Elisa Bee,A Sun That Never Goes Down,,Bandcamp,"from Lefto Early Bird presents The Beauty Is Inside
                                                    Elisa Bee",A Sun That Never Goes Down,https://bbemusic.bandcamp.com/track/a-sun-that-never-goes-down?from=search&search_item_id=699895463&search_item_type=t&search_match_part=%3F&search_page_id=4525181330&search_page_no=1&search_rank=1&search_sig=d0cf7def6849aac3a3ed6d5a76690cef,
00:49:49,Radio Slave,Don't Stop No Sleep,Robert Hood Remix,Bandcamp,"from Schime-Night
                                                     𝕾𝖈𝖍𝖎𝖒𝖊[𝕽𝖆𝖜𝕯𝖚𝖇𝕯𝖔𝖌𝖘]",RadioSlave-Don'tStopNoSleep(Schime remix),https://schime.bandcamp.com/track/radioslave-dontstopnosleep-schime-remix?from=search&search_item_id=1467335833&search_item_type=t&search_match_part=%3F&search_page_id=4525181681&search_page_no=1&search_rank=1&search_sig=702aec77d6efd5afe281a54efde964e8,
00:49:49,Radio Slave,Don't Stop No Sleep,Robert Hood Remix,Bandcamp,Radio Slave (Robert Hood / Tale Of Us / Roman Poncet and DJ Deep Remixes),NONPLUS 033 - 'Dont Stop No Sleep' Remixes,https://nonplusrecords.bandcamp.com/album/nonplus-033-dont-stop-no-sleep-remixes?from=search&search_item_id=1247479233&search_item_type=a&search_match_part=%3F&search_page_id=4525181681&search_page_no=1&search_rank=2&search_sig=5ad54e614c3ac1ea0015648ca1cff6d8,
00:49:49,Radio Slave,Don't Stop No Sleep,Robert Hood Remix,Bandcamp,Radio Slave,Don't Stop No Sleep,https://radioslave.bandcamp.com/album/dont-stop-no-sleep?from=search&search_item_id=1827847084&search_item_type=a&search_match_part=%3F&search_page_id=4525181681&search_page_no=1&search_rank=3&search_sig=72a657b2d1299f4ae1a9dfeb08881134,
00:55:11,Night On Earth,My Brain,,No results found,,,,
01:03:14,Moby,All That I Need Is to Be Loved,Moby Dub,Bandcamp,Moby,All That I Need Is To Be Loved (Melodic Mix - Gré Maillard Edit),https://szeretet.bandcamp.com/album/all-that-i-need-is-to-be-loved-melodic-mix-gr-maillard-edit?from=search&search_item_id=3893549346&search_item_type=a&search_match_part=%3F&search_page_id=4525182469&search_page_no=1&search_rank=1&search_sig=852d6919deb2d5f8e673f743c7797187,
01:03:14,Moby,All That I Need Is to Be Loved,Moby Dub,Bandcamp,"from All That I Need Is To Be Loved (Melodic Mix - Gré Maillard Edit)
                                                    Moby",All That I Need Is To Be Loved (Melodic Mix - Gré Maillard Edit),https://szeretet.bandcamp.com/track/all-that-i-need-is-to-be-loved-melodic-mix-gr-maillard-edit?from=search&search_item_id=3071324398&search_item_type=t&search_match_part=%3F&search_page_id=4525182469&search_page_no=1&search_rank=2&search_sig=d6806e550fc52958e680c453114fd14f,
01:08:50,Frost,Something we cannot change,,Bandcamp,"from Various - 10 Years Pressure Traxx - PTX030
                                                    Frost",Frost - Something We Cannot Change - PTX030,https://pressuretraxx.bandcamp.com/track/frost-something-we-cannot-change-ptx030?from=search&search_item_id=4066869303&search_item_type=t&search_match_part=%3F&search_page_id=4525182786&search_page_no=1&search_rank=1&search_sig=5a772d144a88e6aef75b8df118169201,
01:14:43,"Hell, Jonzon",Lifeform,Original Mix,Bandcamp,"from EP No. 1
                                                    DJ Hell + Jonzon",Lifeform,https://djhellofficial.bandcamp.com/track/lifeform?from=search&search_item_id=4259025182&search_item_type=t&search_match_part=%3F&search_page_id=4525183177&search_page_no=1&search_rank=1&search_sig=87d36db387b45f059d04dbd05c695ae9,
01:14:43,"Hell, Jonzon",Lifeform,Original Mix,Bandcamp,"from RWXHELL01
                                                    Dj Hell / Jonzon",Lifeform,https://dbh-music.bandcamp.com/track/lifeform?from=search&search_item_id=3463908795&search_item_type=t&search_match_part=%3F&search_page_id=4525183177&search_page_no=1&search_rank=2&search_sig=cb798ca3acdf17d719870337b1b1d70f,
